"","glbq","suicide","hopeless","fight","rape","bully","ebully","academictrouble"
"801",0,0,0,0,0,0,0,FALSE
"802",0,0,0,0,0,1,1,FALSE
"803",0,0,0,0,0,0,0,FALSE
"804",1,0,0,0,0,1,0,FALSE
"805",0,0,0,0,0,0,0,FALSE
"806",0,0,0,0,0,0,0,FALSE
"807",1,0,1,0,0,1,1,FALSE
"808",0,1,1,0,0,0,0,FALSE
"809",0,0,0,0,0,0,1,FALSE
"810",0,0,0,0,0,0,0,FALSE
"811",0,0,0,0,0,0,0,FALSE
"812",0,0,0,0,0,0,0,FALSE
"813",0,0,0,0,0,0,0,FALSE
"814",0,0,0,0,0,0,0,FALSE
"815",0,0,0,0,0,0,0,FALSE
"816",0,0,1,0,0,1,0,FALSE
"817",0,0,0,0,0,0,0,FALSE
"818",1,0,1,1,0,0,0,FALSE
"819",1,0,1,0,0,1,0,FALSE
"820",0,0,0,0,0,1,0,FALSE
"821",0,0,1,0,0,0,0,TRUE
"822",0,0,1,0,0,0,0,FALSE
"823",0,0,0,0,0,0,0,TRUE
"824",0,0,1,0,0,0,0,FALSE
"825",0,0,0,0,0,0,0,FALSE
"826",0,0,0,0,0,0,0,FALSE
"827",0,0,0,0,0,0,0,FALSE
"828",0,0,0,0,0,0,0,FALSE
"829",0,0,0,0,0,1,1,FALSE
"830",0,0,0,0,0,0,0,FALSE
"831",0,0,0,0,0,0,0,FALSE
"833",0,0,1,0,0,1,1,FALSE
"834",1,0,1,0,0,1,1,FALSE
"835",0,0,0,1,0,0,0,TRUE
"836",0,0,1,0,0,0,0,TRUE
"837",0,0,0,0,0,0,0,FALSE
"838",0,0,0,0,0,0,0,FALSE
"839",0,0,1,0,0,1,0,FALSE
"840",0,0,0,0,0,0,0,FALSE
"842",0,0,0,0,0,0,0,FALSE
"843",0,0,0,1,0,0,1,TRUE
"844",0,0,0,0,0,0,0,FALSE
"845",0,0,1,1,0,0,0,FALSE
"846",0,0,0,0,0,0,0,FALSE
"847",0,0,1,1,0,0,0,FALSE
"848",1,0,1,0,0,0,0,FALSE
"849",0,0,0,0,0,0,0,FALSE
"850",0,0,0,0,0,0,0,FALSE
"851",0,0,0,0,0,0,0,FALSE
"852",0,0,0,0,0,0,0,TRUE
"853",0,0,0,0,0,0,0,FALSE
"854",0,0,1,1,0,0,1,FALSE
"855",0,0,0,0,0,0,0,FALSE
"856",0,0,1,0,0,1,0,FALSE
"857",0,0,1,0,0,1,1,FALSE
"858",0,0,0,0,0,0,0,FALSE
"859",0,0,0,0,0,0,0,FALSE
"860",0,0,0,0,0,0,0,FALSE
"861",0,0,0,0,0,0,0,FALSE
"862",0,0,0,0,0,0,0,FALSE
"863",1,0,1,0,0,1,1,FALSE
"864",0,0,0,0,0,1,0,FALSE
"865",0,0,0,0,0,0,0,FALSE
"866",0,1,1,0,0,0,0,FALSE
"867",0,0,1,0,0,0,0,FALSE
"868",0,0,0,0,0,1,0,FALSE
"869",0,0,1,0,0,1,0,FALSE
"871",0,0,1,0,0,0,0,TRUE
"872",0,0,0,0,0,0,0,FALSE
"873",0,0,0,0,0,0,0,FALSE
"874",0,0,0,0,0,0,0,FALSE
"875",1,0,0,0,0,1,0,FALSE
"876",0,0,0,1,0,0,0,FALSE
"877",0,0,0,0,0,1,0,FALSE
"879",0,0,0,0,0,0,0,FALSE
"880",0,0,0,1,0,0,0,FALSE
"881",0,0,0,0,0,0,0,FALSE
"882",0,0,0,0,0,0,0,FALSE
"883",0,0,1,0,0,1,1,FALSE
"884",0,0,1,0,0,1,0,TRUE
"885",0,0,0,0,0,0,0,FALSE
"886",0,0,0,0,0,0,0,FALSE
"888",0,0,1,0,0,0,0,FALSE
"889",0,0,0,0,0,0,0,FALSE
"890",0,0,0,0,0,0,0,FALSE
"891",0,0,1,0,0,1,1,FALSE
"892",0,0,0,0,0,0,0,FALSE
"894",0,0,0,0,0,0,0,FALSE
"896",0,0,0,0,0,0,0,FALSE
"897",0,0,0,0,0,0,0,FALSE
"899",0,0,0,0,0,0,0,FALSE
"900",1,0,1,0,0,1,0,FALSE
"901",0,0,0,0,0,0,0,FALSE
"902",0,0,0,0,0,0,0,FALSE
"903",0,0,0,0,0,0,0,FALSE
"904",0,0,1,0,0,1,0,FALSE
"906",0,0,0,0,0,0,0,FALSE
"907",0,0,1,0,0,0,0,FALSE
"908",0,0,1,0,0,0,0,FALSE
"909",0,0,0,1,0,0,0,FALSE
"910",0,0,0,0,0,0,0,FALSE
"911",0,0,0,0,0,0,0,FALSE
"912",0,0,1,0,0,0,0,FALSE
"914",0,0,1,0,0,0,0,FALSE
"915",0,0,0,0,0,0,0,FALSE
"916",0,0,0,1,0,0,0,FALSE
"917",0,0,0,0,0,0,0,FALSE
"918",0,0,0,0,0,0,0,FALSE
"919",0,0,0,0,0,1,0,FALSE
"921",0,0,0,0,0,0,0,FALSE
"922",0,0,0,1,0,1,0,FALSE
"923",0,0,1,0,0,0,1,FALSE
"924",0,0,0,0,0,1,0,FALSE
"927",0,0,0,0,0,0,0,FALSE
"929",1,1,1,1,1,0,0,TRUE
"930",1,0,1,0,0,0,0,FALSE
"931",0,0,0,0,0,1,1,FALSE
"932",0,0,0,0,0,0,0,FALSE
"933",1,0,1,0,0,1,1,FALSE
"934",0,0,1,0,0,0,0,FALSE
"935",1,0,1,0,0,1,0,FALSE
"937",1,0,0,0,0,0,1,FALSE
"938",1,1,1,0,0,0,0,FALSE
"939",0,0,0,0,0,0,0,FALSE
"940",0,0,0,0,0,0,0,FALSE
"941",0,0,0,0,0,0,0,FALSE
"942",0,0,0,0,0,0,0,FALSE
"943",0,0,0,0,0,0,0,FALSE
"944",0,0,0,1,0,1,0,FALSE
"945",0,0,0,1,0,0,0,FALSE
"946",0,0,0,0,0,0,0,FALSE
"947",0,0,0,0,1,0,1,FALSE
"948",0,0,0,1,0,0,0,FALSE
"949",0,0,1,0,0,0,0,TRUE
"950",0,1,1,0,0,0,0,FALSE
"952",0,0,1,1,0,1,1,FALSE
"953",0,0,0,1,0,0,0,FALSE
"954",0,0,0,0,0,0,0,FALSE
"955",0,0,0,0,0,0,0,FALSE
"956",0,0,0,0,0,0,0,FALSE
"957",0,0,0,0,0,1,1,FALSE
"958",0,0,1,1,1,0,0,FALSE
"959",0,0,1,0,0,0,0,FALSE
"960",0,0,0,0,0,0,0,FALSE
"961",0,0,1,0,0,0,0,FALSE
"962",1,0,0,0,0,0,0,FALSE
"963",0,0,0,0,0,1,0,FALSE
"964",0,0,0,0,0,0,0,FALSE
"965",0,0,0,0,0,0,0,FALSE
"966",0,0,1,1,1,0,0,FALSE
"967",0,0,0,0,0,0,0,FALSE
"968",0,0,1,0,0,0,0,FALSE
"969",0,0,0,0,0,1,0,FALSE
"970",0,0,0,0,0,0,0,FALSE
"971",0,0,0,0,0,0,0,FALSE
"972",1,0,0,0,0,1,1,FALSE
"974",1,0,1,1,0,0,0,FALSE
"975",0,0,0,0,0,0,0,TRUE
"976",0,0,1,0,0,0,0,FALSE
"977",0,0,0,0,0,0,0,FALSE
"978",0,0,1,0,0,0,0,FALSE
"979",0,0,0,0,0,0,0,FALSE
"980",0,0,0,0,0,0,0,FALSE
"981",0,0,1,0,0,0,0,FALSE
"982",0,0,0,0,0,0,0,FALSE
"984",0,0,0,0,0,0,0,FALSE
"985",0,0,0,1,0,1,0,FALSE
"987",1,0,1,0,0,0,0,FALSE
"988",0,0,0,0,0,0,0,FALSE
"996",0,0,0,0,0,0,0,FALSE
"997",0,0,0,0,0,0,0,FALSE
"998",1,0,1,0,0,0,0,FALSE
"1000",0,0,0,0,0,0,0,FALSE
"1001",0,0,1,0,0,0,0,FALSE
"1002",0,0,0,0,0,1,1,FALSE
"1003",0,0,0,1,0,0,0,FALSE
"1004",0,0,1,0,0,1,1,FALSE
"1005",0,0,0,0,0,0,0,FALSE
"1006",0,0,1,1,0,0,0,FALSE
"1007",0,0,0,0,0,0,0,FALSE
"1008",0,0,1,0,0,0,0,FALSE
"1011",0,0,1,0,0,0,1,FALSE
"1012",0,0,0,0,0,0,0,FALSE
"1014",0,0,1,0,0,1,1,TRUE
"1015",0,0,1,0,0,1,1,FALSE
"1016",1,0,1,0,1,1,1,FALSE
"1017",0,0,0,1,0,0,0,FALSE
"1018",0,0,0,1,0,0,0,FALSE
"1020",0,0,0,0,0,0,0,FALSE
"1027",0,0,0,0,0,0,0,FALSE
"1028",0,0,0,0,0,1,1,FALSE
"1029",0,0,0,0,0,0,0,FALSE
"1031",0,0,0,0,0,0,0,FALSE
"1032",0,0,0,0,0,0,0,FALSE
"1034",0,0,0,1,0,0,0,FALSE
"1035",0,0,0,0,1,0,0,FALSE
"1037",0,0,0,0,0,0,0,FALSE
"1039",0,0,1,0,0,1,1,TRUE
"1040",0,0,0,0,0,0,0,FALSE
"1046",0,1,1,1,0,0,0,FALSE
"1047",0,0,0,0,1,0,0,FALSE
"1048",0,0,0,0,0,0,0,FALSE
"1049",1,0,1,0,0,0,0,FALSE
"1052",1,0,1,0,0,0,0,FALSE
"1053",0,0,0,1,0,0,0,FALSE
"1055",0,0,0,1,0,0,0,FALSE
"1056",0,0,0,0,0,0,0,FALSE
"1057",0,0,1,0,1,1,0,FALSE
"1059",0,0,0,0,0,0,0,TRUE
"1060",0,0,0,0,0,0,0,FALSE
"1061",0,0,1,0,0,0,0,FALSE
"1062",0,0,0,0,0,0,0,FALSE
"1063",0,0,1,1,1,1,1,FALSE
"1064",0,0,1,0,0,0,0,FALSE
"1065",0,0,1,0,0,0,0,FALSE
"1066",0,0,0,0,0,0,0,FALSE
"1067",0,1,1,0,0,1,1,FALSE
"1068",0,0,0,0,0,0,0,FALSE
"1069",1,0,1,1,0,0,1,FALSE
"1070",0,0,0,1,0,0,0,FALSE
"1071",0,0,0,0,0,0,0,TRUE
"1072",0,0,0,0,0,0,0,FALSE
"1073",0,0,1,0,0,0,0,FALSE
"1074",1,0,0,0,0,0,0,FALSE
"1075",0,0,0,0,0,0,0,FALSE
"1077",0,0,1,0,0,0,0,TRUE
"1078",0,0,0,0,0,0,0,FALSE
"1079",0,0,0,0,0,0,0,FALSE
"1080",0,1,1,0,0,0,0,FALSE
"1082",0,0,1,0,0,0,0,FALSE
"1083",0,0,1,1,0,1,0,FALSE
"1084",0,0,1,0,0,0,0,FALSE
"1085",0,0,0,0,0,0,0,FALSE
"1086",1,0,1,0,0,0,0,FALSE
"1087",0,0,1,0,0,0,0,FALSE
"1089",0,0,0,1,0,0,0,FALSE
"1090",0,0,0,0,0,1,0,FALSE
"1091",0,0,0,0,0,0,0,FALSE
"1092",0,0,0,0,0,0,0,FALSE
"1093",0,0,1,0,0,0,0,FALSE
"1094",0,0,0,1,0,0,0,FALSE
"1095",0,0,0,0,0,0,0,FALSE
"1096",1,0,1,0,0,1,1,FALSE
"1097",0,0,0,0,0,0,0,FALSE
"1098",0,0,1,1,0,0,1,FALSE
"1099",1,1,1,0,0,0,0,TRUE
"1100",0,0,1,0,0,1,0,FALSE
"1101",0,0,0,0,0,0,0,FALSE
"1102",0,0,0,0,0,0,0,FALSE
"1105",0,0,1,0,0,0,0,FALSE
"1107",0,0,0,1,0,0,0,FALSE
"1108",0,0,0,0,0,0,0,FALSE
"1109",0,0,0,0,0,0,0,FALSE
"1110",0,0,1,0,0,0,0,FALSE
"1111",0,0,1,1,0,0,1,FALSE
"1113",0,0,0,0,0,0,0,FALSE
"1116",0,0,0,0,0,1,0,FALSE
"1117",1,0,0,0,0,1,1,FALSE
"1118",0,0,0,0,0,0,0,FALSE
"1120",1,1,1,1,1,0,1,FALSE
"1121",0,0,0,0,0,0,0,FALSE
"1123",0,0,1,0,0,0,0,FALSE
"1124",0,1,1,0,0,0,0,FALSE
"1125",0,0,0,0,0,0,0,FALSE
"1127",0,1,1,1,1,1,1,FALSE
"1128",0,0,0,0,0,0,0,FALSE
"1129",1,1,1,0,0,0,0,FALSE
"1130",0,0,0,0,0,0,0,FALSE
"1131",1,0,0,0,0,0,0,FALSE
"1132",0,1,1,0,0,0,0,FALSE
"1133",0,0,1,0,0,1,0,FALSE
"1134",0,0,0,0,0,0,0,FALSE
"1135",0,0,0,0,0,0,0,FALSE
"1136",0,0,0,0,0,0,0,FALSE
"1137",0,0,0,0,0,0,0,FALSE
"1138",0,0,1,0,0,0,0,FALSE
"1139",0,0,0,0,0,0,0,FALSE
"1140",0,0,0,0,0,0,0,FALSE
"1141",0,0,0,0,0,0,0,FALSE
"1143",0,0,0,1,1,0,0,FALSE
"1144",0,0,1,0,0,0,1,FALSE
"1145",0,1,1,0,0,0,0,TRUE
"1146",0,0,0,0,0,0,0,FALSE
"1148",0,0,1,0,0,0,0,FALSE
"1149",1,0,0,0,0,0,0,FALSE
"1150",0,0,0,0,0,0,0,FALSE
"1151",0,0,0,0,0,0,0,FALSE
"1152",0,1,0,1,0,1,1,FALSE
"1153",0,0,0,1,0,0,0,FALSE
"1154",0,1,1,0,0,0,1,FALSE
"1155",0,0,0,0,0,0,0,TRUE
"1157",0,0,0,0,0,0,0,FALSE
"1158",0,0,0,0,0,0,0,FALSE
"1159",0,0,0,1,0,0,0,TRUE
"1161",0,0,0,0,0,0,0,FALSE
"1162",0,0,0,0,0,0,0,FALSE
"1163",0,0,0,0,0,0,0,FALSE
"1164",0,0,0,1,0,0,0,FALSE
"1166",0,0,0,0,0,1,1,FALSE
"1167",0,0,0,0,0,0,0,FALSE
"1169",0,0,0,0,0,0,0,FALSE
"1171",0,0,0,0,0,0,0,FALSE
"1172",0,0,0,0,0,0,1,FALSE
"1174",0,0,1,1,0,0,0,TRUE
"1175",0,0,0,0,0,0,0,FALSE
"1176",0,0,0,0,0,0,0,FALSE
"1177",0,0,0,0,0,0,0,FALSE
"1179",1,0,0,0,0,0,0,FALSE
"1180",0,0,0,0,0,0,0,FALSE
"1181",0,0,0,0,0,0,0,FALSE
"1183",0,0,0,1,0,1,1,FALSE
"1184",0,0,0,0,0,0,0,FALSE
"1186",1,0,0,0,0,0,0,FALSE
"1187",0,0,0,1,0,0,0,TRUE
"1188",0,0,0,1,0,0,0,FALSE
"1190",0,0,1,0,0,0,1,FALSE
"1191",0,0,1,0,0,0,0,FALSE
"1192",0,0,0,0,0,0,0,FALSE
"1193",0,0,0,0,0,0,0,FALSE
"1194",0,0,0,0,0,0,0,FALSE
"1195",0,0,1,1,0,0,0,TRUE
"1196",1,0,1,0,0,0,0,FALSE
"1197",1,1,1,0,0,0,0,FALSE
"1199",0,0,1,0,1,0,0,FALSE
"1200",0,0,0,0,0,0,0,FALSE
"1201",0,0,0,1,0,0,0,FALSE
"1202",0,0,0,0,1,0,0,FALSE
"1203",0,0,0,0,0,1,1,FALSE
"1204",0,0,0,0,0,0,0,FALSE
"1205",0,0,0,0,0,1,0,FALSE
"1206",0,0,0,0,0,0,0,FALSE
"1207",0,0,0,0,0,0,0,FALSE
"1209",0,0,0,0,0,0,0,FALSE
"1210",0,0,0,0,0,0,0,FALSE
"1211",0,0,0,0,0,1,0,FALSE
"1212",0,0,0,0,0,0,0,FALSE
"1213",0,0,0,0,0,0,0,FALSE
"1214",0,0,0,0,0,0,0,FALSE
"1215",1,0,1,1,0,0,0,FALSE
"1216",0,0,1,1,0,1,1,FALSE
"1217",0,0,1,0,0,1,0,FALSE
"1219",0,0,0,0,0,0,0,FALSE
"1223",0,0,0,1,0,0,0,FALSE
"1224",0,0,0,0,0,0,0,FALSE
"1225",0,0,1,0,0,0,0,FALSE
"1226",0,0,0,1,0,0,0,FALSE
"1227",0,0,0,0,0,0,0,FALSE
"1228",0,0,0,0,0,0,0,FALSE
"1229",0,0,0,0,0,0,1,FALSE
"1230",0,0,0,0,0,0,0,FALSE
"1231",1,1,1,1,1,0,1,FALSE
"1232",1,1,1,0,1,1,0,FALSE
"1233",0,0,0,0,0,0,0,FALSE
"1234",0,0,0,0,0,0,0,FALSE
"1235",0,0,0,0,0,0,1,FALSE
"1236",0,0,0,0,0,0,0,FALSE
"1237",0,0,1,0,0,0,0,FALSE
"1238",0,0,0,0,0,0,0,FALSE
"1239",0,0,0,0,0,0,0,FALSE
"1240",0,0,0,1,0,1,1,FALSE
"1241",0,0,0,0,0,0,0,FALSE
"1242",0,0,0,0,0,0,0,FALSE
"1243",0,0,0,1,0,0,0,FALSE
"1244",0,0,0,0,0,0,0,FALSE
"1245",0,0,0,0,0,0,0,FALSE
"1246",0,0,0,1,0,1,0,FALSE
"1247",1,1,1,1,0,1,0,FALSE
"1248",0,0,0,0,0,0,0,FALSE
"1250",0,0,0,0,0,0,0,FALSE
"1251",0,0,1,0,0,0,0,FALSE
"1252",0,1,1,0,0,0,0,FALSE
"1253",0,0,0,0,0,0,0,FALSE
"1255",0,0,0,0,0,0,0,FALSE
"1258",0,0,0,0,0,0,0,FALSE
"1262",0,0,0,0,0,0,0,FALSE
"1263",0,0,0,0,0,0,0,FALSE
"1265",0,0,0,0,0,0,0,FALSE
"1266",0,0,0,0,0,0,0,FALSE
"1267",0,0,0,0,0,0,0,FALSE
"1268",0,0,0,0,0,0,0,FALSE
"1270",0,0,0,0,0,0,0,FALSE
"1271",0,0,1,0,0,0,1,FALSE
"1272",0,0,0,0,0,0,0,FALSE
"1273",0,0,0,0,0,0,0,FALSE
"1274",0,0,0,1,0,0,0,FALSE
"1275",0,0,0,0,0,0,0,FALSE
"1276",0,0,0,0,0,0,0,FALSE
"1277",1,0,0,0,0,0,0,FALSE
"1280",0,0,1,0,0,0,0,FALSE
"1281",0,1,1,1,0,1,0,FALSE
"1284",0,0,0,0,0,1,0,FALSE
"1285",1,0,1,1,1,1,1,FALSE
"1288",0,0,0,0,0,0,0,FALSE
"1289",0,0,1,0,0,0,0,FALSE
"1290",0,0,0,0,0,0,0,FALSE
"1291",0,0,0,0,0,0,0,FALSE
"1292",0,0,0,0,0,0,0,FALSE
"1295",0,0,0,0,0,0,0,TRUE
"1296",0,0,1,0,0,1,0,FALSE
"1297",1,0,1,0,0,0,0,FALSE
"1298",0,0,0,0,0,0,0,FALSE
"1299",0,0,0,0,0,0,0,FALSE
"1300",0,0,0,0,0,0,0,FALSE
"1303",0,0,1,1,0,0,0,FALSE
"1304",0,0,1,0,0,0,0,FALSE
"1306",0,0,1,0,0,0,0,FALSE
"1307",0,0,0,1,0,0,0,FALSE
"1308",0,0,0,1,0,0,0,FALSE
"1309",0,0,0,0,0,0,0,FALSE
"1310",1,0,1,0,1,0,0,FALSE
"1312",0,0,1,0,1,0,0,FALSE
"1314",0,0,1,0,0,0,0,FALSE
"1315",0,0,1,0,0,0,0,FALSE
"1316",0,0,0,0,0,0,0,FALSE
"1317",1,0,0,0,0,0,0,FALSE
"1318",0,0,0,0,0,0,0,FALSE
"1319",0,0,0,0,0,0,0,FALSE
"1320",0,0,0,0,0,0,0,FALSE
"1322",0,0,0,1,0,0,0,FALSE
"1324",0,0,0,1,0,0,0,FALSE
"1326",0,0,1,0,0,0,0,FALSE
"1328",0,0,1,0,1,0,0,FALSE
"1330",1,0,1,1,0,0,1,TRUE
"1332",0,0,1,0,0,0,0,FALSE
"1333",1,0,0,0,0,0,0,FALSE
"1334",1,0,0,0,0,0,0,TRUE
"1336",0,0,0,1,0,0,0,FALSE
"1338",0,0,1,0,0,0,0,FALSE
"1340",1,0,0,0,1,1,1,FALSE
"1342",0,0,1,1,0,1,0,FALSE
"1343",0,0,0,0,0,0,0,FALSE
"1344",0,1,1,1,0,0,0,FALSE
"1345",1,0,1,0,0,0,0,FALSE
"1346",0,0,0,0,0,1,0,FALSE
"1347",1,1,1,0,0,1,0,FALSE
"1348",0,0,0,1,0,0,0,FALSE
"1349",1,1,0,0,0,0,0,FALSE
"1350",0,0,0,1,0,0,0,FALSE
"1351",0,0,1,0,0,0,0,TRUE
"1353",0,1,1,1,0,1,0,TRUE
"1354",0,0,1,0,0,0,0,FALSE
"1356",0,0,0,1,0,0,0,TRUE
"1357",0,0,0,0,0,0,0,FALSE
"1358",0,1,1,1,0,1,1,FALSE
"1359",1,0,0,0,0,0,0,FALSE
"1362",0,0,1,1,0,0,0,FALSE
"1363",0,0,1,0,0,0,0,FALSE
"1364",1,0,0,0,0,0,0,FALSE
"1365",0,0,0,0,0,0,0,TRUE
"1367",0,0,0,0,0,0,0,TRUE
"1368",0,0,0,0,0,0,0,FALSE
"1369",0,0,1,1,0,0,0,FALSE
"1370",0,1,1,0,0,0,1,FALSE
"1371",0,1,1,0,0,0,0,FALSE
"1372",0,0,0,0,0,0,0,FALSE
"1373",0,0,0,1,0,0,0,FALSE
"1374",0,0,0,0,0,0,0,FALSE
"1376",1,0,0,0,0,0,0,FALSE
"1377",0,0,0,0,0,0,0,FALSE
"1378",0,0,0,0,0,0,0,FALSE
"1379",0,0,0,0,0,0,0,FALSE
"1382",0,0,0,0,0,0,0,FALSE
"1385",0,0,0,0,0,0,0,FALSE
"1386",1,0,0,0,0,0,0,FALSE
"1387",0,0,0,0,0,0,0,TRUE
"1388",0,0,0,0,0,0,0,FALSE
"1390",0,0,0,0,0,0,0,FALSE
"1392",0,0,0,0,0,0,0,FALSE
"1396",0,0,0,1,1,0,0,FALSE
"1398",0,0,0,0,0,0,0,FALSE
"1399",1,0,0,0,1,0,0,FALSE
"1401",0,0,1,0,0,0,0,FALSE
"1402",0,0,0,1,0,0,0,FALSE
"1403",0,0,0,0,0,0,1,FALSE
"1404",0,0,0,0,0,0,0,FALSE
"1405",0,0,0,0,0,0,0,FALSE
"1406",0,0,1,0,0,0,0,FALSE
"1407",0,0,1,0,0,0,0,FALSE
"1408",0,0,0,0,0,0,0,FALSE
"1409",0,0,0,0,0,0,0,FALSE
"1410",0,0,0,0,0,0,0,FALSE
"1411",0,0,1,0,0,0,0,FALSE
"1412",0,0,1,0,0,0,0,FALSE
"1413",0,0,0,0,0,0,0,FALSE
"1414",0,0,1,0,0,0,0,FALSE
"1415",0,0,1,0,0,0,0,FALSE
"1416",0,0,0,0,0,0,0,FALSE
"1417",0,0,0,0,0,0,0,FALSE
"1418",0,1,1,0,0,0,0,FALSE
"1419",0,0,0,0,0,1,0,FALSE
"1420",0,0,0,0,0,0,0,FALSE
"1421",0,0,0,0,0,0,0,FALSE
"1422",0,1,1,0,0,1,0,FALSE
"1426",0,0,0,0,0,0,0,FALSE
"1427",0,0,0,0,0,0,0,TRUE
"1432",0,0,0,0,0,0,0,FALSE
"1433",0,0,0,0,0,0,0,FALSE
"1434",0,0,0,0,0,0,0,FALSE
"1435",1,0,0,0,0,0,0,TRUE
"1436",0,0,1,0,0,1,1,FALSE
"1437",0,0,0,0,0,0,0,FALSE
"1438",0,1,1,0,0,0,0,FALSE
"1439",0,0,0,0,0,0,0,FALSE
"1441",0,0,0,0,0,0,0,FALSE
"1442",0,0,1,0,0,0,0,FALSE
"1443",0,0,0,0,0,0,0,FALSE
"1444",0,0,0,1,0,0,0,FALSE
"1445",1,0,0,0,0,0,0,FALSE
"1446",0,0,0,0,0,1,0,FALSE
"1448",0,0,0,0,0,0,0,FALSE
"1449",1,0,0,1,1,0,0,FALSE
"1451",0,0,0,1,1,0,1,FALSE
"1452",0,0,0,0,0,0,0,FALSE
"1453",0,0,0,0,0,0,0,FALSE
"1454",0,0,0,0,0,0,0,FALSE
"1456",0,0,0,0,0,0,0,FALSE
"1457",0,0,0,0,0,0,0,FALSE
"1458",0,0,0,0,0,0,0,FALSE
"1459",0,0,0,0,0,0,0,FALSE
"1460",0,0,0,0,0,0,0,FALSE
"1462",0,0,0,1,0,0,0,TRUE
"1463",0,0,0,0,0,0,0,TRUE
"1464",0,0,1,1,0,0,0,FALSE
"1465",0,0,0,1,0,0,0,FALSE
"1467",0,0,0,1,0,0,0,TRUE
"1474",1,1,1,0,1,0,0,FALSE
"1475",0,0,0,0,0,1,0,FALSE
"1476",0,0,0,0,0,0,0,FALSE
"1477",0,0,0,0,0,0,0,FALSE
"1478",0,0,0,0,0,0,0,FALSE
"1479",0,0,0,0,0,0,0,FALSE
"1481",0,1,1,0,0,0,0,FALSE
"1483",0,0,0,0,0,0,0,TRUE
"1484",0,0,1,1,1,1,1,FALSE
"1486",0,0,0,0,0,0,0,FALSE
"1487",0,0,0,0,0,0,0,FALSE
"1488",0,0,0,0,0,0,0,FALSE
"1489",0,0,0,1,0,0,0,FALSE
"1492",0,1,1,0,0,0,0,FALSE
"1496",0,0,0,0,0,0,0,FALSE
"1497",0,0,0,0,0,0,0,FALSE
"1498",0,0,0,0,0,0,0,FALSE
"1499",1,1,1,0,0,1,1,TRUE
"1500",0,0,0,1,0,0,0,FALSE
"1502",0,0,0,0,0,0,0,FALSE
"1505",0,0,0,1,0,0,0,TRUE
"1506",0,1,1,1,0,1,0,FALSE
"1507",0,0,0,0,0,0,0,FALSE
"1508",0,0,0,1,0,0,0,FALSE
"1509",0,0,1,0,0,0,0,FALSE
"1510",0,0,0,0,0,0,0,FALSE
"1511",0,0,1,1,0,0,0,FALSE
"1512",0,0,0,0,0,0,0,FALSE
"1513",0,1,1,0,0,0,0,TRUE
"1514",1,1,1,0,0,0,0,FALSE
"1516",0,0,0,0,1,0,0,FALSE
"1517",0,0,1,0,0,0,1,FALSE
"1518",0,0,0,0,0,0,0,FALSE
"1519",0,0,0,1,0,1,0,FALSE
"1521",0,0,0,0,0,0,0,FALSE
"1522",0,0,0,0,0,0,0,FALSE
"1523",1,1,1,1,0,0,0,FALSE
"1524",0,1,1,1,1,0,1,TRUE
"1527",0,0,0,0,0,0,0,FALSE
"1532",0,0,1,0,0,0,0,FALSE
"1534",0,0,0,0,0,0,0,FALSE
"1539",0,0,0,0,0,0,0,FALSE
"1540",0,0,1,0,0,0,0,FALSE
"1541",0,0,0,0,0,0,0,FALSE
"1542",0,0,1,0,0,0,0,FALSE
"1543",0,0,0,1,0,0,0,FALSE
"1544",0,0,0,1,0,1,0,FALSE
"1546",0,0,0,0,0,0,0,FALSE
"1547",0,0,0,0,0,0,0,FALSE
"1548",0,0,0,1,0,0,0,FALSE
"1549",0,0,0,0,0,0,0,FALSE
"1550",0,0,1,0,0,0,0,FALSE
"1552",0,0,0,0,0,0,0,FALSE
"1553",0,1,1,1,1,1,1,FALSE
"1555",0,0,0,0,0,0,0,FALSE
"1556",0,0,1,0,0,0,0,FALSE
"1558",1,0,1,1,0,0,0,FALSE
"1559",0,0,0,0,0,0,0,FALSE
"1560",0,1,1,0,1,1,1,FALSE
"1561",0,0,1,0,0,0,0,FALSE
"1563",0,0,1,0,0,0,0,TRUE
"1564",0,0,1,0,0,0,0,FALSE
"1565",0,0,1,0,0,0,0,FALSE
"1566",0,0,0,0,0,0,0,FALSE
"1567",0,0,0,0,0,0,0,FALSE
"1569",0,0,1,0,0,0,0,FALSE
"1570",1,0,1,1,1,1,0,FALSE
"1571",1,0,1,1,0,0,0,FALSE
"1573",0,0,0,0,0,1,0,FALSE
"1574",0,0,1,0,0,0,0,FALSE
"1577",0,0,0,0,0,0,0,FALSE
"1578",0,0,0,1,0,0,0,FALSE
"1581",0,0,0,0,0,0,0,FALSE
"1582",0,0,0,0,0,0,0,FALSE
"1583",0,0,0,0,0,0,0,FALSE
"1586",0,0,0,0,0,0,0,FALSE
"1587",0,0,0,0,0,0,0,FALSE
"1588",0,0,0,0,0,0,0,FALSE
"1589",0,0,0,0,0,0,0,FALSE
"1590",0,1,1,0,0,1,1,TRUE
"1591",0,0,0,1,0,0,0,FALSE
"1592",0,0,1,0,0,1,0,TRUE
"1594",0,0,0,0,0,0,0,FALSE
"1595",0,0,0,0,0,0,0,FALSE
"1596",0,0,0,0,0,0,0,FALSE
"1597",0,0,0,0,0,0,0,FALSE
"1598",0,0,0,0,0,0,0,FALSE
"1599",0,0,0,0,0,0,0,FALSE
"1601",0,0,0,0,0,0,0,FALSE
